Results when running the crawler with the following settings:
	initialURL=http://www.hkbu.edu.hk/eng/main/index.jsp
	maxURLs=100
	maxPoolSize=10

Note: One URL didn't get crawled due to a 403 error.

HTTP error fetching URL for http://buwww.hkbu.edu.hk/eng/about/privacy.jsp
crawler.PageResultException: HTTP error fetching URL
	at crawler.Http.get(Http.java:67)
	at crawler.Crawler.start(Crawler.java:55)
	at crawler.SearchServer.main(SearchServer.java:29)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43)
	at java.lang.reflect.Method.invoke(Method.java:483)
	at com.intellij.rt.execution.application.AppMain.main(AppMain.java:147)

URL LAST_CRAWLED(EPOCH) WORD FIRST_OCCURRENCE NUM_OCCURRENCES

http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 attend 28 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 biographies 338 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 developing 550 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 red 132 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 awareness 555 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 won 501 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 capturing 406 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 france 437 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 films 457 3
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 emotions 311 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 last 579 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 wrote 509 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 article 507 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 remarkable 209 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 announced 439 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 sang 405 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 piece 291 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 once 295 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 yeung 647 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 scholars 415 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 fields 207 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 occasion 245 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 production 461 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 yue 398 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 show 559 3
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 cohort 228 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 choi 363 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 throughout 372 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 patrick 397 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 molecular 449 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 company 603 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 conversion 421 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 digital 567 3
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 six 254 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 islandms 668 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 honorary 175 4
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 grand 146 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 environment 650 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 leung 662 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 freshmen 215 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 publish 417 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 short 456 4
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 cancer 328 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 rise 489 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 enjoyed 379 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 presents 128 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 lianke 139 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 when 581 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 travelled 583 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 four 179 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 officials 58 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 collaborators 435 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 homan 661 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 welcomes 214 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 uniqlo 503 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 plates 315 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 partnership 358 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 baton 305 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 jointly 416 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 light 407 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 podium 301 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 shadows 409 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 broadcast 498 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 serves 340 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 pursuit 517 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 enliven 289 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 mak 497 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 memories 623 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 consuls 59 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 leisure 665 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 outcome 441 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 health 630 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 conductor 285 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 performed 294 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 great 365 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 off 370 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 touchstone 458 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 hits 578 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 singapore 585 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 confers 219 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 able 287 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 heads 61 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 first 354 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 dad 366 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 byron 362 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 intercultural 554 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 recognition 258 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 platforms 469 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 stands 298 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 his 164 6
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 chamber 133 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 solution 453 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 orchestra 282 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 presented 144 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 than 89 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 talent 561 3
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 exploration 589 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 read 604 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 like 470 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 author 137 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 published 576 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 both 367 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 dream 129 3
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 council 65 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 were 75 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 companionship 382 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 launches 523 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 youtube 471 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 twirls 303 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 death 166 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 soul 279 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 recipe 343 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 elder 394 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 similarly 475 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 dialogue 621 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 highly 267 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 nature 423 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 distinguished 180 4
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 followed 510 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 confer 174 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 valued 268 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 guests 27 2
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 conferred 249 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 attendance 77 1
http://eyesonhkbu.hkbu.edu.hk/index.php/en-GB/ 1477217825309 paternal 381 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 copyright 30 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 eng 1 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 technology 25 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 individual 5 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 science 18 2
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 via 20 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 health 19 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 without 9 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 review 27 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 tools 16 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 submission 26 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 food 17 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 environmental 22 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 analyzing 2 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 separation 11 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 thousands 3 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 omics 15 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 acceptance 29 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 chromatographic 10 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 unraveling 12 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 trilogy 14 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 cellular 6 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 lipid 7 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 foodomics 21 1
http://skleba.hkbu.edu.hk/tc/home/ 1477217865379 species 8 1
https://buniport.hkbu.edu.hk 1477217852349 copyright 96 1
https://buniport.hkbu.edu.hk 1477217852349 enter 12 1
https://buniport.hkbu.edu.hk 1477217852349 baptist 100 1
https://buniport.hkbu.edu.hk 1477217852349 kong 99 1
https://buniport.hkbu.edu.hk 1477217852349 hong 98 1
https://buniport.hkbu.edu.hk 1477217852349 reserved 104 1
https://buniport.hkbu.edu.hk 1477217852349 library 141 1
https://buniport.hkbu.edu.hk 1477217852349 rights 103 1
https://buniport.hkbu.edu.hk 1477217852349 policy 34 2
https://buniport.hkbu.edu.hk 1477217852349 staff 28 2
https://buniport.hkbu.edu.hk 1477217852349 contact 41 1
https://buniport.hkbu.edu.hk 1477217852349 links 9 1
https://buniport.hkbu.edu.hk 1477217852349 all 102 2
https://buniport.hkbu.edu.hk 1477217852349 hkbu 134 2
https://buniport.hkbu.edu.hk 1477217852349 student 27 3
https://buniport.hkbu.edu.hk 1477217852349 university 101 4
https://buniport.hkbu.edu.hk 1477217852349 privacy 33 2
https://buniport.hkbu.edu.hk 1477217852349 best 74 1
https://buniport.hkbu.edu.hk 1477217852349 buniport 140 1
https://buniport.hkbu.edu.hk 1477217852349 with 76 1
https://buniport.hkbu.edu.hk 1477217852349 unique 115 1
https://buniport.hkbu.edu.hk 1477217852349 other 146 1
https://buniport.hkbu.edu.hk 1477217852349 new 26 1
https://buniport.hkbu.edu.hk 1477217852349 important 6 1
https://buniport.hkbu.edu.hk 1477217852349 email 135 2
https://buniport.hkbu.edu.hk 1477217852349 system 37 3
https://buniport.hkbu.edu.hk 1477217852349 notice 7 1
https://buniport.hkbu.edu.hk 1477217852349 data 54 1
https://buniport.hkbu.edu.hk 1477217852349 above 83 2
https://buniport.hkbu.edu.hk 1477217852349 personal 53 1
https://buniport.hkbu.edu.hk 1477217852349 explorer 81 1
https://buniport.hkbu.edu.hk 1477217852349 internet 80 1
https://buniport.hkbu.edu.hk 1477217852349 viewed 75 1
https://buniport.hkbu.edu.hk 1477217852349 statement 108 1
https://buniport.hkbu.edu.hk 1477217852349 services 126 1
https://buniport.hkbu.edu.hk 1477217852349 application 62 1
https://buniport.hkbu.edu.hk 1477217852349 online 57 1
https://buniport.hkbu.edu.hk 1477217852349 you 120 1
https://buniport.hkbu.edu.hk 1477217852349 number 153 1
https://buniport.hkbu.edu.hk 1477217852349 chinese 5 1
https://buniport.hkbu.edu.hk 1477217852349 systems 148 1
https://buniport.hkbu.edu.hk 1477217852349 before 163 1
https://buniport.hkbu.edu.hk 1477217852349 firefox 84 1
https://buniport.hkbu.edu.hk 1477217852349 sign 1 2
https://buniport.hkbu.edu.hk 1477217852349 insensitive 20 1
https://buniport.hkbu.edu.hk 1477217852349 run 60 1
https://buniport.hkbu.edu.hk 1477217852349 during 56 1
https://buniport.hkbu.edu.hk 1477217852349 your 63 2
https://buniport.hkbu.edu.hk 1477217852349 secure 50 1
https://buniport.hkbu.edu.hk 1477217852349 ssl 47 1
https://buniport.hkbu.edu.hk 1477217852349 resolution 78 1
https://buniport.hkbu.edu.hk 1477217852349 tips 36 1
https://buniport.hkbu.edu.hk 1477217852349 password 11 3
https://buniport.hkbu.edu.hk 1477217852349 transmission 55 1
https://buniport.hkbu.edu.hk 1477217852349 faq 40 1
https://buniport.hkbu.edu.hk 1477217852349 case 19 1
https://buniport.hkbu.edu.hk 1477217852349 image 17 1
https://buniport.hkbu.edu.hk 1477217852349 using 79 2
https://buniport.hkbu.edu.hk 1477217852349 bits 46 1
https://buniport.hkbu.edu.hk 1477217852349 please 88 1
https://buniport.hkbu.edu.hk 1477217852349 macintosh 86 1
https://buniport.hkbu.edu.hk 1477217852349 transactions 58 1
https://buniport.hkbu.edu.hk 1477217852349 users 87 1
https://buniport.hkbu.edu.hk 1477217852349 port 138 1
https://buniport.hkbu.edu.hk 1477217852349 name 118 2
https://buniport.hkbu.edu.hk 1477217852349 must 65 1
https://buniport.hkbu.edu.hk 1477217852349 activation 30 1
https://buniport.hkbu.edu.hk 1477217852349 allow 66 1
https://buniport.hkbu.edu.hk 1477217852349 access 89 2
https://buniport.hkbu.edu.hk 1477217852349 safari 93 1
https://buniport.hkbu.edu.hk 1477217852349 provided 127 1
https://buniport.hkbu.edu.hk 1477217852349 hot 8 1
https://buniport.hkbu.edu.hk 1477217852349 login 116 1
https://buniport.hkbu.edu.hk 1477217852349 demo 39 1
https://buniport.hkbu.edu.hk 1477217852349 cookies 67 1
https://buniport.hkbu.edu.hk 1477217852349 characters 18 2
https://buniport.hkbu.edu.hk 1477217852349 security 35 1
https://buniport.hkbu.edu.hk 1477217852349 central 124 1
https://buniport.hkbu.edu.hk 1477217852349 encryption 48 1
https://buniport.hkbu.edu.hk 1477217852349 englishtraditional 3 1
https://buniport.hkbu.edu.hk 1477217852349 browser 64 1
https://buniport.hkbu.edu.hk 1477217852349 protect 52 1
https://buniport.hkbu.edu.hk 1477217852349 ssoid 0 8
https://buniport.hkbu.edu.hk 1477217852349 set 70 1
https://buniport.hkbu.edu.hk 1477217852349 chinesesimplified 4 1
https://buniport.hkbu.edu.hk 1477217852349 change 23 1
https://buniport.hkbu.edu.hk 1477217852349 words 14 1
https://buniport.hkbu.edu.hk 1477217852349 such 131 1
https://buniport.hkbu.edu.hk 1477217852349 site 44 3
https://buniport.hkbu.edu.hk 1477217852349 cyber 137 1
https://buniport.hkbu.edu.hk 1477217852349 well 144 1
https://buniport.hkbu.edu.hk 1477217852349 uses 45 1
https://buniport.hkbu.edu.hk 1477217852349 forgot 21 1
https://buniport.hkbu.edu.hk 1477217852349 maintenance 38 1
https://buniport.hkbu.edu.hk 1477217852349 account 117 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 career 14 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 copyright 619 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 education 60 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 about 30 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 videos 51 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 years 291 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 graduate 61 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 carbon 120 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 enter 26 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 state 82 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 knowledge 76 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 large 21 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 programmes 54 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 admissions 52 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 baptist 622 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 kong 621 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 innovative 152 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 hong 620 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 mission 40 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 schools 94 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 reserved 626 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 institutes 79 8
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 institute 85 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 receives 366 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 conference 123 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 students 4 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 teaching 55 6
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 global 106 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 giving 11 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 commons 118 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 alumni 8 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 current 5 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 search 27 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 library 16 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 low 119 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 elearning 64 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 rights 625 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 departments 91 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 event 17 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 map 115 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 centres 81 5
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 key 83 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 policy 618 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 calendar 18 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 vice 38 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 awarded 357 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 staff 7 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 menu 25 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 faculties 93 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 attributes 62 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 facilities 124 6
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 governance 44 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 publications 47 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 small 23 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 quick 19 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 excellence 1 6
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 offices 92 6
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 project 394 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 research 0 27
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 newsletters 50 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 academic 96 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 contact 601 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 links 20 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 from 35 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 keyword 28 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 creativity 87 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 international 162 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 prospective 3 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 connections 107 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 sitemap 614 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 officers 46 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 all 624 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 hkbu 2 23
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 campus 69 8
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 internationalisation 109 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 scholar 195 7
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 mainland 110 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 offshore 88 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 visitors 9 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 vision 42 4
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 chancellor 39 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 transfer 77 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 laboratory 84 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 support 68 5
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 student 295 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 university 45 3
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 affiliated 102 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 privacy 617 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 learning 56 9
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 best 351 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 media 10 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 medium 22 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 general 59 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 buniport 15 2
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 society 300 1
http://www.hkbu.edu.hk/eng/research/excellence.jsp 1477217849884 award 232 3
